id,nom,email,adresse,wilaya,code_wilay,Latitude,Longitude,tel,fax,n_ccp,n_cc
"207",525 - Agence BENI SAF,agbenisaf525@bna.dz,Rue de la République BP 35 Beni Saf 46001 - W.AinTémouchent,Aïn Témouchent,"46",35.289786100000001,-1.376885600000000,(043) 74 26 16,(043) 74 23 70,"3907.73","460101"
"208",771 - Agence EL MALLAH,agelmallah771@bna.dz,Bd Med Khemisti - 46007 Mallah W. Ain Témouchent,Aïn Témouchent,"46",35.297240500000001,-1.140688600000000,(043) 75 72 37 - (043) 75 62 39,(043) 75 65 04,"3900.71","460102"
"209",291 - Agence GHARDAIA,agghardaia291@bna.dz,RN n°1 - Sidi Abbaz - 47132 Bounoura - W.Ghardaia,Ghardaïa,"47",32.485175599999998,3.695131100000000,(029) 25 55 51/ 45 - (029) 25 54 44/ 56,(029) 25 54 70/ 44,"3900.57","470101"
"210",292 - Agence GHARDAÏA,agghardaia292@bna.dz,Avenue du 1er Novembre - 47000 Ghardaïa,Ghardaïa,"47",32.477805400000001,3.687071999999999,(029) 23 40 40/ 70/ 50/ 30/ 10/ 20,(029) 23 40 60,,
"211",294 - Agence BERRIANE,agberriane294@bna.dz,Cité Boudouaia - 47100 Berriane W.Ghardaïa,Ghardaïa,"47",32.825651000000008,3.763906100000000,(029) 24 66 20 - (029) 24 60 00,(029) 24 67 40,3916.92 / 95,
"212",295 - Agence GUERRARA,agguerrara295@bna.dz,Bd des Ecoles - 47110 Guerrara Ghardaïa,Ghardaïa,"47",32.781326200000002,4.519794100000000,(029) 26 17 01 - (029) 26 15 96 - (029) 26 18 96 - (029) 26 14 94,(029) 26 14 96,3913.52 / 57,"470102"
"213",296 - Agence METLILI CHAAMBA,agmetlilichaamba296@bna.dz,Quartier Administratif - 47200 Metlili Chaamba - W. de Ghardaïa,Ghardaïa,"47",32.291201999999998,3.603168100000000,(029) 29 24 25 - (029) 29 24 09 - (029) 29 24 26,(029) 29 25 01,3905.28 / 71,"470103"
"214",276 - Agence OUED RHIOU,agouedrhiou276@bna.dz,Rue Touati Mohamed (Face commissariat de police) - 48300 Oued Rhiou,Relizane,"48",35.977004800000003,0.924750100000000,(046) 78 80 27/ 24/ 25,(046) 78 80 26/ 24/ 25,"3909.58","480102"
"112",338 - Agence,ag.amoucha338@bna.dz,Place du 08 Mai 1945 Amoucha - Sétif,Setif,"19",36.386915766182184,5.413125857507912,(036) 71 01 51/ 52/ 53 - (036) 71 00 55,(036) 71 01 52,,
"215",869 - Agence RELIZANE,29 Bd Mohamed Khemisti - 48000 Relizane,agrelizane869@bna.dz,Relizane,"48",35.745138792724816,0.558027874649445,(046) 72 23 90/ 92/ 89 - (046) 72 24 30/ 31,(046) 72 23 91/ 92,"3900.69","480101"
